rownames,named_article_average_price_id,created,modified,guid,created_by_id,last_modification_by_id,named_article_id,country_id,ValueValue,ValueCurrencyCode
251,252,2013-12-04 ,2013-12-09 ,023b586a-2b41-425b-8801-28bf37ef5cf7,56,56,257,10,,EUR
252,253,2013-12-04 ,2013-12-09 ,e48803a8-830c-4cd6-afa5-344605f48705,56,56,258,10,,EUR
253,254,2013-12-04 ,2013-12-09 ,b128d28a-8938-4676-a0df-0bec1879ed0a,56,56,259,10,,EUR
254,255,2013-12-04 ,2013-12-09 ,0114553a-bc1f-469e-ade0-6454c0f34a95,56,56,260,10,,EUR
255,256,2013-12-04 ,2013-12-09 ,d5ebcdd4-a8fe-40b4-a3a7-75cabdbd6644,56,56,261,10,,EUR
256,257,2013-12-04 ,2013-12-09 ,9344b8e8-da6b-4ee3-95ff-8ea5c490eb10,56,56,262,10,,EUR
257,258,2013-12-05 ,2013-12-09 ,b1564f47-a277-4fbb-b498-557df1d24c19,34,34,263,3,1800,EUR
258,259,2013-12-05 ,2013-12-09 ,bcba9729-1c92-4f5b-ad9a-7679d8ed985d,34,34,264,20,,EUR
259,260,2013-12-05 ,2013-12-05 ,80d299e8-c677-4f9f-a9e3-9415cee5f00e,11,11,265,10,,EUR
260,261,2013-12-05 ,2013-12-05 ,9cf00cd6-727f-4ef8-b1e2-a2796bfbf07c,11,11,266,10,,EUR
261,262,2013-12-05 ,2013-12-05 ,9f816761-ac46-40a0-8b45-d695bfc9c85c,11,11,267,10,,EUR
262,263,2013-12-05 ,2013-12-05 ,ebe7efcf-ade1-4b08-8072-fd8915bc0165,11,11,268,10,,EUR
263,264,2013-12-06 ,2013-12-09 ,4b442827-2c6f-4b3d-bb6d-0b3c825d6b3a,62,62,269,36,830,EUR
264,265,2013-12-06 ,2013-12-06 ,dc382952-d246-4545-b74f-e99bf4f9ac29,22,22,270,3,200,EUR
265,266,2013-12-06 ,2013-12-06 ,978f10cc-deaa-49f1-8681-bea1ef00a2aa,22,22,271,3,,EUR
266,267,2013-12-06 ,2013-12-06 ,cd10b763-3730-4d16-ae07-38b868af9eb5,22,22,272,18,15,EUR
267,268,2013-12-06 ,2013-12-06 ,53fb40a9-9af7-4d56-85ad-af3930c2da48,22,22,273,18,500,EUR
268,269,2013-12-06 ,2013-12-06 ,315fa0ec-3d57-4b5b-85ce-5781315aeca8,22,22,274,18,,EUR
269,270,2013-12-06 ,2013-12-06 ,08a97946-02ce-4026-85e5-42850490fddc,22,22,275,18,500,EUR
270,271,2013-12-06 ,2013-12-06 ,9a3ad044-f224-4376-a0c8-8538c9d95daa,22,22,276,18,140,EUR
271,272,2013-12-06 ,2013-12-06 ,70f75614-04d9-4f0b-86e8-72698d2f2215,22,22,277,18,8,EUR
272,273,2013-12-06 ,2013-12-06 ,cb85231a-8551-4a52-9b6d-9d82d4a09dcf,22,22,278,18,500,EUR
273,274,2013-12-06 ,2013-12-06 ,5e823d7c-ed5a-4441-92d7-78f63061fcf5,22,22,279,18,500,EUR
274,275,2013-12-06 ,2013-12-06 ,77202575-fe7d-4927-a011-584bcbf7c380,22,22,280,18,,EUR
275,276,2013-12-06 ,2013-12-06 ,d5e4258e-db47-4f49-b2f1-78474f92d039,22,22,281,18,,EUR
276,277,2013-12-06 ,2013-12-06 ,f93c929c-d5c2-4580-bf55-8060699beb3d,22,22,282,18,,EUR
277,278,2013-12-06 ,2013-12-06 ,a097c531-2bca-4fae-a5e5-d00b9282461a,22,22,283,18,,EUR
278,279,2013-12-06 ,2013-12-06 ,b9cec2ab-53df-4579-b224-9e261c542844,22,22,284,18,,EUR
279,280,2013-12-06 ,2013-12-06 ,714d004a-1a58-4e50-a9f1-78683e8ef18a,22,22,285,18,,EUR
280,281,2013-12-06 ,2013-12-06 ,275f3f68-6ef7-4e60-8c2f-c1dafd735396,22,22,286,18,,EUR
281,282,2013-12-06 ,2013-12-06 ,8b3890e3-4955-4f3a-9834-56e47292a124,22,22,287,18,,EUR
282,283,2013-12-06 ,2013-12-06 ,48c4fdb6-81ae-47a9-b63a-85815a9f2f4d,22,22,288,18,,EUR
283,284,2013-12-06 ,2013-12-06 ,36c7f8d0-deb6-4a2c-8a0f-5de2509a2004,22,22,289,18,,EUR
284,285,2013-12-06 ,2013-12-06 ,7a0cf808-f66c-4c50-b322-3572f2aad1d0,22,22,290,18,,EUR
285,286,2013-12-06 ,2013-12-06 ,72411a43-71fa-459e-b709-86daf7560526,22,22,291,18,,EUR
286,287,2013-12-06 ,2013-12-06 ,97742a97-57c0-45a0-9767-004220cf3677,22,22,292,18,,EUR
287,288,2013-12-06 ,2013-12-06 ,defabe92-335e-4d0f-8f36-5671ead4a2e8,22,22,293,18,,EUR
288,289,2013-12-06 ,2013-12-06 ,da65e062-7ff9-491f-b093-362b420cb463,22,22,294,18,,EUR
289,290,2013-12-06 ,2013-12-06 ,48e5d30c-8662-4b93-806d-caab8a060ffb,22,22,295,18,,EUR
290,291,2013-12-06 ,2013-12-06 ,5b0723fa-da4d-43c9-a0b1-f0b73a6056d3,22,22,296,18,,EUR
291,292,2013-12-06 ,2013-12-06 ,3989b096-fea5-44e0-a3df-1a56e7fac6aa,22,22,297,18,,EUR
292,293,2013-12-06 ,2013-12-06 ,03772312-c650-41bd-98f6-4d4c6d58369e,22,22,298,18,,EUR
293,294,2013-12-06 ,2013-12-06 ,37630e78-d16e-4609-a590-e425820977c9,22,22,299,18,,EUR
294,295,2013-12-06 ,2013-12-09 ,7d51a661-3dd4-4cab-889f-526995c56edb,24,24,300,3,,EUR
295,296,2013-12-06 ,2013-12-09 ,c15d85f8-02eb-4a86-84a7-0f5b76fcf2d4,22,22,301,18,,EUR
296,297,2013-12-06 ,2015-02-18 ,,60,60,1,3,830,EUR
297,298,2013-12-06 ,2015-02-18 ,,60,60,2,3,830,EUR
298,299,2013-12-06 ,2015-02-18 ,,60,60,3,3,830,EUR
299,300,2013-12-06 ,2015-02-18 ,,60,60,4,3,830,EUR
300,301,2013-12-06 ,2015-02-18 ,,60,60,5,3,830,EUR
301,302,2013-12-06 ,2015-02-18 ,,60,60,6,3,830,EUR
302,303,2013-12-06 ,2015-02-18 ,,60,60,7,3,830,EUR
303,304,2013-12-06 ,2015-02-18 ,,60,60,8,3,830,EUR
304,305,2013-12-06 ,2015-02-18 ,,60,60,9,3,830,EUR
305,306,2013-12-06 ,2015-02-18 ,,60,60,10,3,830,EUR
306,307,2013-12-06 ,2015-02-18 ,,60,60,11,3,830,EUR
307,308,2013-12-06 ,2015-02-18 ,,60,60,12,3,830,EUR
308,309,2013-12-06 ,2015-02-18 ,,60,60,13,3,830,EUR
309,310,2013-12-06 ,2015-02-18 ,,60,60,14,3,830,EUR
310,311,2013-12-06 ,2015-02-18 ,,60,60,15,3,830,EUR
311,312,2013-12-06 ,2015-02-18 ,,60,60,16,3,830,EUR
312,313,2013-12-06 ,2015-02-18 ,,60,60,17,3,830,EUR
313,314,2013-12-06 ,2015-02-18 ,,60,60,18,3,830,EUR
314,315,2013-12-06 ,2015-02-18 ,,60,60,19,3,830,EUR
315,316,2013-12-06 ,2015-02-18 ,,60,60,20,3,830,EUR
316,317,2013-12-06 ,2015-02-18 ,,60,60,21,3,830,EUR
317,318,2013-12-06 ,2015-02-18 ,,60,60,22,3,830,EUR
318,319,2013-12-06 ,2015-02-18 ,,60,60,23,3,830,EUR
319,320,2013-12-06 ,2015-02-18 ,,60,60,24,3,830,EUR
320,321,2013-12-06 ,2015-02-18 ,,60,60,25,3,830,EUR
321,322,2013-12-06 ,2015-02-18 ,,60,60,26,3,830,EUR
322,323,2013-12-06 ,2015-02-18 ,,60,60,27,3,830,EUR
323,324,2013-12-06 ,2015-02-18 ,,60,60,28,3,830,EUR
324,325,2013-12-06 ,2015-02-18 ,,60,60,29,3,830,EUR
325,326,2013-12-06 ,2015-02-18 ,,60,60,30,3,830,EUR
326,327,2013-12-06 ,2015-02-18 ,,60,60,31,3,830,EUR
327,328,2013-12-06 ,2015-02-18 ,,60,60,32,3,830,EUR
328,329,2013-12-06 ,2015-02-18 ,,60,60,33,3,830,EUR
329,330,2013-12-06 ,2015-02-18 ,,60,60,34,3,830,EUR
330,331,2013-12-06 ,2015-02-18 ,,60,60,35,3,830,EUR
331,332,2013-12-06 ,2015-02-18 ,,60,60,36,3,830,EUR
332,333,2013-12-06 ,2015-02-18 ,,60,60,37,3,830,EUR
333,334,2013-12-06 ,2015-02-18 ,,60,60,38,3,830,EUR
334,335,2013-12-06 ,2015-02-18 ,,60,60,39,3,830,EUR
335,336,2013-12-06 ,2015-02-18 ,,60,60,40,3,830,EUR
336,337,2013-12-06 ,2015-02-18 ,,60,60,41,3,830,EUR
337,338,2013-12-06 ,2015-02-18 ,,60,60,42,3,830,EUR
338,339,2013-12-06 ,2015-02-18 ,,60,60,43,3,830,EUR
339,340,2013-12-06 ,2015-02-18 ,,60,60,44,3,830,EUR
340,341,2013-12-06 ,2015-02-18 ,,60,60,45,3,830,EUR
341,342,2013-12-06 ,2015-02-18 ,,60,60,46,3,830,EUR
342,343,2013-12-06 ,2015-02-18 ,,60,60,47,3,830,EUR
343,344,2013-12-06 ,2015-02-18 ,,60,60,48,3,830,EUR
344,345,2013-12-06 ,2015-02-18 ,,60,60,49,3,830,EUR
345,346,2013-12-06 ,2015-02-18 ,,60,60,50,3,830,EUR
346,347,2013-12-06 ,2015-02-18 ,,60,60,51,3,830,EUR
347,348,2013-12-06 ,2015-02-18 ,,60,60,52,3,830,EUR
348,349,2013-12-06 ,2015-02-18 ,,60,60,53,3,830,EUR
349,350,2013-12-06 ,2015-02-18 ,,60,60,54,3,830,EUR
350,351,2013-12-06 ,2015-02-18 ,,60,60,55,3,830,EUR
351,352,2013-12-09 ,2013-12-09 ,c9d132ac-74b1-40f8-bdca-4bc5de9aa8dc,63,63,302,3,8778,EUR
352,353,2013-12-09 ,2013-12-09 ,0bab81b9-35ce-4dd1-ad55-ffbe7d9d440b,63,63,303,3,,EUR
353,354,2013-12-09 ,2013-12-09 ,c1102697-ca55-41d8-9e73-6d26997317b0,63,63,304,3,,EUR
354,355,2013-12-09 ,2013-12-09 ,2744a367-526a-487c-9e5a-57efa928d40d,63,63,305,3,,EUR
355,356,2013-12-09 ,2013-12-09 ,dbe8a7e4-5b12-49d0-b472-95fed89ac37f,63,63,306,20,,EUR
356,357,2013-12-09 ,2013-12-09 ,bda9b974-1dbe-43f2-a241-40bd6dc8454a,63,63,307,3,,EUR
357,358,2013-12-09 ,2013-12-09 ,ba5938e8-2fed-4ca8-8817-cbbd4e1fe0e8,63,63,308,20,,EUR
358,359,2013-12-09 ,2013-12-09 ,47a51121-473a-4874-b9a4-5870dd779ae8,63,63,309,3,,EUR
359,360,2013-12-09 ,2013-12-09 ,6fcf8e3f-8d48-46ec-a6b3-2dfa78c94369,63,63,310,3,,EUR
360,361,2013-12-18 ,2013-12-18 ,b1a96fff-6f6f-49cc-8cf2-d48cbe48022b,56,56,311,10,,EUR
361,362,2013-12-18 ,2013-12-18 ,9960ad4d-8283-432b-bc90-fb5fed9f749c,56,56,312,10,,EUR
362,363,2013-12-18 ,2013-12-18 ,1f3a8358-c62c-44fe-a9a9-28219e7c286e,56,56,313,10,,EUR
363,364,2013-12-18 ,2013-12-18 ,9fb7957c-2d2f-4646-b3b2-7048eea787c8,56,56,314,10,,EUR
364,365,2013-12-18 ,2013-12-18 ,e16a6b78-5b9c-443f-b030-2509bf781c66,56,56,315,10,,EUR
365,366,2014-02-25 ,2014-02-25 ,e2b8e536-2fd5-46e3-a359-e6e2d2fe1d62,56,56,316,10,,EUR
366,367,2014-04-08 ,2014-04-17 ,9f23c45b-ceb9-428e-872e-3128eedbfed9,56,56,317,10,,EUR
367,368,2014-04-08 ,2014-04-17 ,442e8765-d904-4be1-8652-e1cfb3b2e4df,56,56,318,10,,EUR
368,369,2014-04-08 ,2014-04-17 ,5559e962-343b-4d92-8048-f36b4cfd30a7,56,56,319,10,,EUR
369,370,2014-04-10 ,2014-04-16 ,1c2c32d7-75ca-4edc-badf-1931c023149b,55,55,320,13,2700,EUR
370,371,2014-04-18 ,2014-04-22 ,5626850a-144f-43d5-b9c6-2185ed9c720d,23,23,321,20,,EUR
371,372,2014-04-20 ,2014-04-20 ,6a749e68-a4df-4501-81f2-d23af4d92463,9,9,322,18,,EUR
372,373,2014-04-20 ,2014-04-20 ,febc9263-3bdc-4e9e-8cb3-13aac9382e53,9,9,323,18,,EUR
373,374,2014-04-22 ,2014-04-22 ,388d09d1-9759-40ca-bd2e-aef6d42415ed,25,25,324,19,,EUR
374,375,2014-04-22 ,2014-04-22 ,e4e23629-aa5e-4302-997a-ae04e3a37480,25,25,325,,,EUR
375,376,2014-04-22 ,2014-04-22 ,5da46d50-1599-4b54-8a0b-ee965910df47,25,25,326,13,,EUR
376,377,2014-04-22 ,2014-04-22 ,55f9825d-0591-46bb-a961-ef41cb964f09,25,25,327,20,,EUR
377,378,2014-04-22 ,2014-04-22 ,9364b063-7d2b-42a3-8dab-11718db8c0e0,25,25,328,20,,EUR
378,379,2014-04-24 ,2014-04-24 ,4d2f1d0a-5543-45be-9f3b-3c755919fa54,60,60,329,13,,EUR
379,380,2014-06-18 ,2014-06-19 ,33715822-3299-4d3a-b07e-063e4fe7cd0e,55,55,330,1,700000,UGX
380,381,2014-06-18 ,2014-06-19 ,2917c9a6-a0c4-40cc-90cc-2f49c65c716a,55,55,331,13,500,USD
381,382,2014-06-19 ,2014-06-19 ,27c94b0e-58c4-4974-8524-415b352497e5,55,55,332,13,3000000,UGX
382,383,2014-06-19 ,2014-06-19 ,2dbb41c4-a23b-4146-9049-cffec86d4389,55,55,333,13,6000,EUR
383,384,2014-06-20 ,2014-06-24 ,b3f5fec0-38e3-49a1-9d20-18063fbe3ab8,55,55,334,13,36000,USD
384,385,2014-06-21 ,2014-06-24 ,4c53f379-e230-4cbb-af8f-8635f1e257a7,55,55,335,13,3789127,UGX
385,386,2014-06-26 ,2014-06-26 ,7028c45d-279e-4f12-bafe-67bc672dcff4,56,56,336,10,,EUR
386,387,2014-06-26 ,2014-06-26 ,a0d066a8-6821-4130-bb80-baa44a680877,56,56,337,10,,EUR
387,388,2014-06-26 ,2014-06-26 ,ec2147e8-4505-40fa-98e6-547b704205c0,56,56,338,10,,EUR
388,389,2014-06-26 ,2014-06-26 ,f080adba-576d-4abf-9084-5bc227cc8f61,56,56,339,10,,EUR
389,390,2014-06-26 ,2014-06-26 ,0a71c97e-765b-40bf-a318-0805afca19fb,56,56,340,10,,EUR
390,391,2014-06-26 ,2014-06-26 ,01c52098-54a6-4322-8733-6e579ec7a297,56,56,341,10,,EUR
391,392,2014-06-26 ,2014-06-26 ,8dad2daf-7150-4599-9254-e5c1d2cfd9bc,56,56,342,10,,EUR
392,393,2014-07-29 ,2014-07-29 ,c6186d95-27c5-469f-9736-622e7e1e3d38,56,56,343,10,,EUR
393,394,2014-07-29 ,2014-07-29 ,9db97423-4192-464f-90ad-9e87dbc3b66a,56,56,344,10,,EUR
394,395,2014-07-29 ,2014-07-29 ,bc89fc4c-7ff8-4e3b-8598-feaf1d83071a,56,56,345,10,,EUR
395,396,2014-07-29 ,2014-07-29 ,16b29d0a-d8b9-4c59-bd14-bc7d3d1f16cc,56,56,346,10,,EUR
396,397,2014-07-29 ,2014-07-29 ,b6a6bf6c-19b0-4d5f-baee-42eec71a55c8,56,56,347,10,,EUR
397,398,2014-07-29 ,2014-07-29 ,b22ffefa-d8f6-4617-9a80-71755b00606b,56,56,348,10,,EUR
398,399,2014-07-30 ,2014-07-30 ,8b6e1af5-b6a4-4a16-b629-d4e9aabe2b12,56,56,349,10,,EUR
399,400,2014-07-30 ,2014-07-30 ,42a8257d-c5d7-4aa4-b2a7-385eb2477094,56,56,350,10,,EUR
400,401,2014-07-30 ,2014-07-30 ,5b6718a2-fc63-406b-b3c9-15df96543d47,56,56,351,10,,EUR
401,402,2014-07-30 ,2014-07-30 ,b56aecf6-9216-4277-910d-dfb058f20bca,56,56,352,10,,EUR
402,403,2014-07-31 ,2014-07-31 ,e775a534-d435-4c6a-9bdc-fbe04c3a79a9,60,60,353,10,,EUR
403,404,2014-10-01 ,2014-10-01 ,9d22068b-59ed-45e3-b793-94679f88a71c,56,56,354,20,,EUR
404,405,2014-10-01 ,2014-10-01 ,0d515c9f-a077-45a8-8ef0-8c2242d0415b,56,56,355,29,,EUR
405,406,2014-10-01 ,2014-10-01 ,2d0947df-9490-4b0f-8faa-a0dd5ddbb65f,56,56,356,10,,EUR
406,407,2014-10-01 ,2014-10-01 ,3e1fc8a7-dcb4-4f4a-97fd-eba175cc3e9e,56,56,357,10,,EUR
407,408,2014-10-02 ,2014-10-02 ,82f82751-3291-4174-a5b3-1af40191e51f,25,25,358,14,,EUR
408,409,2014-10-07 ,2014-10-07 ,69f957c8-0183-47f3-86dd-7f6642973f99,9,9,359,15,415,EUR
409,410,2014-11-13 ,2014-11-13 ,41afb377-1852-4a74-bd7f-910e7c776db4,56,56,361,10,,XOF
410,411,2014-11-13 ,2014-11-13 ,b648df1d-fee7-43ab-af77-4d75b372ebb6,56,56,362,10,,XOF
411,412,2014-11-13 ,2014-11-13 ,d8e9ae90-6565-45f0-a76b-1a3a05740655,56,56,363,10,,XOF
412,413,2014-11-13 ,2014-11-13 ,607a9049-8cd6-455e-8c8a-2150d8daf1c1,56,56,364,10,,EUR
413,414,2014-11-13 ,2014-11-13 ,8bd72240-53c2-435e-978f-87d5fad76783,56,56,365,10,,XOF
414,415,2014-11-13 ,2014-11-13 ,5bb2f5b9-4af1-435e-a2b5-518f17115435,56,56,366,10,,XOF
415,416,2014-11-13 ,2014-11-13 ,f42ca91a-cd9d-4950-a916-2864df8a0070,56,56,367,10,,XOF
416,417,2014-11-13 ,2014-11-13 ,75c42317-7460-4774-bd61-3ce9a62e791c,56,56,368,10,,XOF
417,418,2014-11-13 ,2014-11-13 ,bf4435d2-9813-4e9a-a398-203a947d8bd6,56,56,369,10,,XOF
418,419,2014-11-13 ,2014-11-13 ,a7cfb7c9-f505-4a4d-a287-d1df407a2a7a,56,56,370,10,,XOF
419,420,2014-11-13 ,2014-11-13 ,9b883d58-cc8d-40cc-bb4e-7af4ee1e2a76,56,56,371,10,,XOF
420,421,2014-11-14 ,2014-11-14 ,ddb94e26-614c-4e99-9e92-98312b0fc693,56,56,372,10,,XOF
421,422,2014-11-14 ,2014-11-14 ,66c70cae-6404-47f3-b8c3-5fc7fb42f97f,56,56,373,10,,XOF
422,423,2014-11-14 ,2014-11-14 ,0f757c96-cad4-4177-827a-3125a572b120,56,56,374,10,,XOF
423,424,2014-11-29 ,2014-11-29 ,8ebb4ff8-651c-461b-85f3-c435588628d8,56,56,375,10,,EUR
424,425,2014-11-29 ,2014-11-29 ,4e2ce8af-8349-4ba5-81bb-5e73905b7c33,56,56,376,10,,EUR
425,426,2014-11-29 ,2014-11-29 ,a1b04087-2012-4c3c-ae83-4a68e95431da,56,56,377,10,,EUR
426,427,2014-11-29 ,2014-11-29 ,ce48c96a-777e-49bd-bf96-b47b5046894c,56,56,378,10,,EUR
427,428,2014-11-29 ,2014-11-29 ,37dd4cb6-55c3-43c2-a977-47f0507c222c,56,56,379,10,,EUR
428,429,2014-11-29 ,2014-11-29 ,4fbff0ff-3b67-4ffc-aa78-12feb229fe1e,56,56,380,10,,EUR
429,430,2014-11-29 ,2014-11-29 ,2b757d78-8f50-4d76-aadc-989b4d4bfed2,56,56,381,10,,EUR
430,431,2014-11-29 ,2014-11-29 ,88c63777-be75-4bab-a3b7-37c67dea45d8,56,56,382,10,,EUR
431,432,2014-11-29 ,2014-11-29 ,52c4562f-da3d-4dcd-be21-cc5dd30c2a59,56,56,383,10,,EUR
432,433,2014-11-29 ,2014-11-29 ,ea4740c5-f09c-4199-bf06-fc42a95fe080,56,56,384,10,,EUR
433,434,2014-11-29 ,2014-11-29 ,469c3af6-7497-4b84-933c-323c5d0a00c7,56,56,385,10,,EUR
434,435,2014-11-29 ,2014-11-29 ,5c0fd160-dc1e-47b7-bbd8-a5dd56038caf,56,56,386,10,,EUR
435,436,2014-11-29 ,2014-11-29 ,4f323a9f-7a83-4e39-a74f-336092b8fb2f,56,56,387,10,,EUR
436,437,2014-11-29 ,2014-11-29 ,0adc5ffd-f7cd-4047-9311-74b92f6926cc,56,56,388,10,,EUR
437,438,2014-11-29 ,2014-11-29 ,4788b549-2af4-4efa-920a-47db9c1e75d0,56,56,389,10,,EUR
438,439,2014-11-29 ,2014-11-29 ,0eb60007-6a10-4560-8f38-535a541fe017,56,56,390,10,,EUR
439,440,2014-11-29 ,2014-11-29 ,a4765836-08e2-47e4-a02e-24aaa4aaa7d2,56,56,391,10,,EUR
440,441,2014-11-29 ,2014-11-29 ,dc96a417-de47-415d-b911-906db69f5db5,56,56,392,10,,EUR
441,442,2014-11-29 ,2014-11-29 ,594855b2-3fb0-47fb-816f-895615cf0f2c,56,56,393,10,,EUR
442,443,2014-11-29 ,2014-11-29 ,410ccdac-197d-4e36-8f95-86141dc080dc,56,56,394,10,,EUR
443,444,2014-11-29 ,2014-11-29 ,1c93ed37-bec4-462b-90a1-7868a857036b,56,56,395,10,,EUR
444,445,2014-11-29 ,2014-12-03 ,3caf2ce8-15d0-4267-b0ab-aba5e33e0464,55,55,396,13,1268972,UGX
445,446,2014-11-29 ,2014-12-03 ,fdae43e4-a237-4493-b4f2-6e01d4b30f3a,55,55,397,13,734358,UGX
446,447,2014-11-29 ,2014-12-03 ,e2a1be15-5d66-4487-b898-f74b24b5c381,55,55,398,13,1500000,UGX
447,448,2014-11-29 ,2014-12-03 ,962a3056-114a-4788-b56f-38bc005b5875,55,55,399,13,1000000,UGX
448,449,2014-11-29 ,2014-12-03 ,bcd60f8b-000b-4ab3-b576-1d06519c272f,55,55,400,13,200000,UGX
449,450,2014-11-29 ,2014-12-03 ,6fb9a78c-91d0-40c6-a76c-c0355cc66f59,55,55,401,13,300000,UGX
450,451,2014-11-29 ,2014-12-03 ,0bb724f7-29eb-4d55-a2b9-8a94414d8211,55,55,402,13,611966,UGX
451,452,2014-11-29 ,2014-12-03 ,55d2709e-6cb0-4675-92ae-f8247fcc6789,55,55,403,13,881231,UGX
452,453,2014-11-29 ,2014-12-03 ,d03b5eec-e545-4c29-aa48-411fe31b9f47,55,55,404,13,881231,UGX
453,454,2014-11-29 ,2014-12-03 ,a372d213-6227-4517-8e8b-3744d10a5711,55,55,405,13,1027083,UGX
454,455,2014-11-29 ,2014-12-03 ,14c7f390-ed38-4a02-8314-48386f284f04,55,55,406,13,1268972,UGX
455,456,2014-11-29 ,2014-12-03 ,89771019-67fb-4874-8701-9b79e724d7c5,55,55,407,13,9192,USD
456,457,2014-11-29 ,2014-12-03 ,83a43cc9-97b3-4bba-8c7d-89a34fa073f4,55,55,408,13,300000,UGX
457,458,2014-11-29 ,2014-12-03 ,05e28822-4b58-43ca-8534-a6cf58496e1f,55,55,409,13,385000,UGX
458,459,2014-11-29 ,2014-12-03 ,7b7150da-9d33-42e6-899f-1855e527122c,55,55,410,13,255000,UGX
459,460,2014-11-29 ,2014-12-03 ,0e0679fe-48a4-4466-b133-5a38343aa44b,55,55,411,13,1395868,UGX
460,461,2014-11-29 ,2014-12-03 ,c0a51e4a-f35d-4922-8b3a-271a10b824e5,55,55,412,13,1027083,UGX
461,462,2014-11-29 ,2014-12-03 ,21463654-74c1-48c4-b0c0-d04a7d862b72,55,55,413,13,1027083,UGX
462,463,2014-11-29 ,2014-12-03 ,37fae9eb-8b2f-4ca9-982a-88eb13f1c075,55,55,414,13,2631340,UGX
463,464,2014-11-29 ,2014-12-03 ,57dee826-ddb6-49aa-8b55-437eb937f06d,55,55,415,13,3789127,UGX
464,465,2014-11-29 ,2014-12-03 ,27d6515c-ceff-4c06-965d-b2162156a378,55,55,416,13,1268972,UGX
465,466,2014-11-29 ,2014-12-03 ,d2d91f06-ca4a-4aaf-9e6f-10cd743565d1,55,55,417,13,2631340,UGX
466,467,2014-11-29 ,2014-12-03 ,58de12df-2e02-476f-b296-cb9a0b62f19c,55,55,418,13,15000000,UGX
467,468,2014-11-29 ,2014-12-03 ,c7d7991d-8ad0-4e5c-ac6f-eb3b2584b538,55,55,419,13,1000000,UGX
468,469,2014-11-29 ,2014-12-03 ,8fcd9de3-b375-461d-ab03-3e83b73f1651,55,55,420,13,6000000,UGX
469,470,2014-11-29 ,2014-12-03 ,11b59b7b-acd0-4b44-a222-b05a06e6695c,55,55,421,13,7500000,UGX
470,471,2014-11-29 ,2014-12-03 ,2a38a402-3d59-4f25-9898-ee0d30d7fcac,55,55,422,13,3000,EUR
471,472,2014-11-29 ,2014-12-03 ,c84bf407-55fe-43e0-aa39-09af4e02780c,55,55,423,13,1351500,UGX
472,473,2014-11-29 ,2014-12-03 ,de5202a2-a5e7-4033-bd07-d7f355a29fcc,55,55,424,13,,UGX
473,474,2014-11-29 ,2014-12-03 ,c6a99ad5-e8fa-4fd0-9d9e-49b3a56fd57b,55,55,425,13,,UGX
474,475,2014-11-29 ,2014-12-03 ,1ed90462-5d26-4f2a-9026-4ddb91a24d21,55,55,426,13,,UGX
475,476,2014-11-29 ,2014-12-03 ,1edeb1c3-89b8-4da1-a8e9-d4ab3204fcc6,55,55,427,13,,UGX
476,477,2014-11-29 ,2014-12-03 ,30997a8c-93a7-46c9-9b7b-a703edefeb4d,55,55,428,13,,UGX
477,478,2014-11-29 ,2014-12-03 ,242a6b55-54a3-4177-b4c7-c299654d5b91,55,55,429,13,,UGX
478,479,2014-11-29 ,2014-12-03 ,0383be12-3696-4607-9706-ded9e3f80986,55,55,430,13,,UGX
479,480,2014-11-29 ,2014-12-03 ,f4eac867-d8f4-4d1b-9470-83dcb7a6f71d,55,55,431,13,,UGX
480,481,2014-11-29 ,2014-12-03 ,bcbee1ba-f89d-4188-a99c-75a615ca6870,55,55,432,13,780000,UGX
481,482,2014-11-29 ,2014-12-03 ,e788de9f-a549-4800-a389-7a238ecd2956,55,55,433,13,,UGX
482,483,2014-11-29 ,2014-12-03 ,32e634b5-0118-4ff3-8bbc-0fa8d336dce9,55,55,434,13,,UGX
483,484,2014-11-29 ,2014-12-03 ,2aab6eae-73ce-4090-a01b-8fc623042309,55,55,435,13,,UGX
484,485,2014-11-29 ,2014-12-03 ,395a7864-aeec-4663-946d-04b25b6fdaf3,55,55,436,13,,UGX
485,486,2014-11-29 ,2014-12-03 ,f91e8c2c-74d6-48c4-9656-d9ecc4d49920,55,55,437,13,,UGX
486,487,2014-11-29 ,2014-12-03 ,4575dde0-f6d3-4c51-b1e1-24a9a9c2d8ed,55,55,438,13,,UGX
487,488,2014-11-29 ,2014-12-03 ,7f0600cb-ac86-4ab0-9c32-e93486316d19,55,55,439,13,,UGX
488,489,2014-11-29 ,2014-12-03 ,c15ee7da-364f-496f-97f8-4d3c62b075f6,55,55,440,13,,UGX
489,490,2014-11-29 ,2014-12-03 ,ca110e50-a8c8-4e60-a9ec-2cbb3bc8f797,55,55,441,13,,UGX
490,491,2014-11-29 ,2014-12-03 ,75ee45b0-dafd-4e5e-adf3-dffcb1c543d1,55,55,442,13,,UGX
491,492,2014-11-29 ,2014-12-03 ,4316ae17-f5d1-415f-a7ef-4ac192d823a3,55,55,443,13,,UGX
492,493,2014-11-29 ,2014-12-03 ,f87d4b67-9de1-4464-a53a-2d1c103da556,55,55,444,13,,UGX
493,494,2014-11-29 ,2014-12-03 ,f687c536-95e3-442b-b98a-f38f00120871,55,55,445,13,,UGX
494,495,2014-11-29 ,2014-12-03 ,8740d2f0-2660-4c01-925d-7792f98fdd30,55,55,446,13,881823,UGX
495,496,2014-12-01 ,2014-12-01 ,2add60c0-63a8-4a5a-934f-b038b6f7daa6,79,79,447,18,,EUR
