rownames,session_id,project_id,event_id,article_id,named_aticle_id,theme_id,sub_theme_id,user_comments,event_year,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,qyear,unit_price,unit_price_cur,unit_price_eur,total_cost,real_total_cost,real_total_cost_manual,financer_id,is_in_accounting,comments,credte,creuser_id,upddte,upduser_id,refqyear,refunit_price_eur,reftotal_cost,comptage_jours_qyear
6074,4,100,3c1f4c43-faab-46cf-9334-38939cab895c,97,26,1,32,,2014,0,0,0,0,5,0,0,0,5,2,0,0,0,12,830,EUR,830,9960,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,12,830,9960,
6075,4,100,5d025cf2-fca7-4362-a821-def00f65de69,97,37,1,32,,2014,0,0,0,0,3,0,0,0,0,0,0,0,0,3,830,EUR,830,2490,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,3,830,2490,
6076,4,100,64f48d66-17fd-4abe-8f6c-57e6004bd708,97,26,1,30,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,830,EUR,830,9960,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,12,830,9960,
6077,4,100,970b015e-40a6-488d-8342-bb7c36e0e013,85,230,2,20,,2014,0,0,0,0,0,100,0,0,0,0,0,0,0,100,3,EUR,3,300,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,100,3,300,
6078,4,100,9b592ab9-1b78-4a93-bffd-fe392569ce4f,42,232,2,36,,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1500,EUR,1500,1500,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,1,1500,1500,
6079,4,100,bc4a269f-1d33-4695-ba68-8eacbd5d12db,74,228,2,17,,2014,1,1,1,1,1,1,1,1,1,1,1,1,1,13,500,EUR,500,6500,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,13,500,6500,
6080,4,100,d204ff03-cd9a-4ade-8ec2-84ed781b5d32,87,0,2,37,,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2000,EUR,2000,2000,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,1,2000,2000,
6081,4,100,d37efca3-4941-433e-a731-42f67d9fc9ac,97,26,1,31,,2014,0,0,0,0,0,0,8,0,0,0,0,0,0,8,830,EUR,830,6640,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,8,830,6640,
6082,4,100,d72be42f-6b8e-41e3-a893-f6a103d3e135,206,0,2,36,,2014,200,0,200,0,200,0,200,0,0,0,0,0,0,800,2,EUR,2,1600,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,800,2,1600,
6083,4,100,d84f6a1a-ffad-4c4d-bfbd-7998eff1f1c0,75,229,2,17,,2014,1,1,1,1,1,1,1,1,1,1,1,1,1,13,400,EUR,400,5200,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,13,400,5200,
6084,4,100,d8723de4-8a91-4bc9-aea0-624cbedd2d97,155,233,2,36,,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1500,EUR,1500,1500,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,1,1500,1500,
6085,4,100,dc4bd4a8-f1aa-4e53-90a5-ee3d678e7f55,77,0,2,34,,2014,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6.5,3600,EUR,3600,23400,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,6.5,3600,23400,
6086,4,100,f554cd90-471a-406f-b8a1-a2d18a2b34e5,67,226,2,17,,2014,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6.5,350,EUR,350,2275,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,6.5,350,2275,
6087,4,100,fc3cf10a-474d-4848-9dce-1986412abfe1,155,0,2,35,,2014,0,0,0,0,0,0,0,0,0,15,0,0,0,15,500,EUR,500,7500,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,15,500,7500,
6088,4,100,fdb39b3b-ccf7-4e18-973c-a5d574230eb8,74,228,2,17,,2014,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1000,EUR,1000,13000,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,13,1000,13000,
6089,4,101,@A_101_2102013,210,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,180.62,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6090,4,101,@A_101_2152013,215,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,60.36,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6091,4,101,@T_101_97262013,97,26,1,1,,2013,-2,-0,-0,-7,-0,-0,-1,-0,-0,-3.75,-5,-0,,,0,EUR,0,0,15562.5,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,18.75
6092,4,101,@T_101_97262014,97,26,1,1,,2014,-0.5,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,415,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,0.5
6093,4,101,@T_101_97372013,97,37,1,1,,2013,-0,-0,-0,-0,-0.25,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,207.5,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,0.25
6094,4,101,0df28145-bc10-4656-83d8-b8830d634b55,97,26,1,33,,2014,0,1,0,0,5,0,0,0,5,0,3,0,0,14,830,EUR,830,11620,0,0,0,0,,2014-03-27 ,60,2014-04-10 ,26,9,830,7470,
6095,4,101,4c07ac8d-96cc-4af8-ad2b-825e5811794f,97,37,1,33,,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,1,830,EUR,830,830,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,1,830,830,
6096,4,101,f1227ee0-aacf-4dea-989b-577aa05b48e7,87,0,2,37,,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2000,EUR,2000,2000,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,1,2000,2000,
6097,4,102,@T_102_97372013,97,37,1,1,,2013,-0,-0,-0.25,-0,-0,-0,-0,-0.25,-0.25,-0,-0,-0,,,0,EUR,0,0,622.5,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,0.75
6098,4,102,18e334a2-6ea7-4870-b61b-60e557b169b2,97,37,1,1,,2014,1,1,1,1,1,1,1,1,1,1,0,0,0,10,830,EUR,830,8300,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,10,830,8300,
6099,4,103,@A_103_1962013,196,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,-482.4,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6100,4,103,@A_103_1972013,197,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,168.89,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6101,4,103,@A_103_2012013,201,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,1472.4399999999998,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6102,4,103,@A_103_2032013,203,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,1796.63,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6103,4,103,@A_103_2062013,206,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,1327.13,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6104,4,103,@A_103_2102013,210,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,79.87,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6105,4,103,@A_103_2142013,214,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,230.31,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6106,4,103,@A_103_2152013,215,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,13826.059999999996,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6107,4,103,@A_103_2172013,217,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,122.23,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6108,4,103,@T_103_9732013,97,3,1,1,,2013,-0,-0,-0,-3,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,2490,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,3
6109,4,103,@T_103_97372013,97,37,1,1,,2013,-0,-0,-0,-1.75,-0.75,-0,-0,-1,-0,-1.75,-1,-0.5,,,0,EUR,0,0,5602.5,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,6.75
6110,4,103,@T_103_97372014,97,37,1,1,,2014,-0.75,-1.75,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,2075,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,2.5
6111,4,103,@T_103_97532013,97,53,1,1,,2013,-0,-1,-1,-1,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,2490,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,3
6112,4,103,a74d06bf-b201-4ac6-9be1-119dab410b2f,97,53,1,1,,2014,2,0,0,0,0,0,0,0,0,0,0,0,0,2,830,EUR,830,1660,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,2,830,1660,
6113,4,103,d9bf01b1-371b-4ba0-b3d5-e250316c79bc,97,37,1,1,,2014,8,0,0,0,0,0,0,0,0,0,0,0,0,8,830,EUR,830,6640,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,8,830,6640,
6114,4,104,@A_104_1962013,196,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,256.2,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6115,4,104,@A_104_1962014,196,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,322.53000000000003,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6116,4,104,@A_104_1982013,198,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,572.27,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6117,4,104,@A_104_1982014,198,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,84.61,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6118,4,104,@A_104_1992014,199,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,69.09,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6119,4,104,@A_104_2002013,200,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,255.97000000000003,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6120,4,104,@A_104_2012013,201,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,2917.7799999999997,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6121,4,104,@A_104_2012014,201,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,375.38,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6122,4,104,@A_104_2032013,203,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,13965.339999999998,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6123,4,104,@A_104_2032014,203,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,1662.98,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6124,4,104,@A_104_2042013,204,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,103.8,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6125,4,104,@A_104_2052013,205,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,30.65,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6126,4,104,@A_104_2052014,205,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,106.57,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6127,4,104,@A_104_2062013,206,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,1676.97,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6128,4,104,@A_104_2072013,207,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,2202,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6129,4,104,@A_104_2082013,208,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,2.99,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6130,4,104,@A_104_2102013,210,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,1757.12,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6131,4,104,@A_104_2102014,210,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,415.73,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6132,4,104,@A_104_2132013,213,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,474.84,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6133,4,104,@A_104_2152013,215,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,33517.48000000001,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6134,4,104,@A_104_2152014,215,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,3418.8399999999997,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6135,4,104,@A_104_2162014,216,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,709.3700000000001,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6136,4,104,@A_104_2172013,217,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,1227.77,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6137,4,104,@A_104_2172014,217,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,312.98,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6138,4,104,@T_104_97372013,97,37,1,1,,2013,-0,-0,-0,-0,-0.5,-0.25,-0.25,-0,-0,-0.75,-0,-0,,,0,EUR,0,0,1452.5,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,1.75
6139,4,104,@T_104_97532013,97,53,1,1,,2013,-0,-0,-0,-0,-1,-1,-1,-1,-1,-1,-1,-1,,,0,EUR,0,0,6640,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,8
6140,4,104,@T_104_97532014,97,53,1,1,,2014,-1,-1,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,1660,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,2
6141,4,104,03922763-f270-4e1f-869c-5a73353adc65,97,37,1,1,,2014,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,6,830,EUR,830,4980,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,6,830,4980,
6142,4,104,1da2c485-8515-4d5a-b82d-232aa00c76b2,63,0,4,10,,2014,1,1,1,1,1,1,1,1,1,1,1,1,1,13,881231,UGX,258.39599,3359.15,0,0,0,0,"<c author=""mbo"" mod=""5246904503782700404"">2 data clerks full time is not justified for this study. I reduced to 1 full time (2 x 50%) for double data entry</c>",2014-03-27 ,60,2014-03-27 ,60,13,258.39599,3359.15,
6143,4,104,21dea849-6e05-4b3c-8e8b-33120b712958,210,0,8,24,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,700000,UGX,205.255141,2463.06,0,0,0,0,"<c author=""mbo"" mod=""5247023774191137904"">I find it very high. Is it a fixed cost per month for ongoing studies?</c>",2014-04-12 ,55,2014-04-22 ,37,,,,
6144,4,104,26c56929-1346-46ae-b5dc-c65fadd1c363,167,0,4,10,Consultan Pr.Kiwanuka Julius,2014,1,1,1,1,1,1,1,1,1,1,1,1,1,13,4500000,UGX,1319.497334,17153.47,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,13,1319.497334,17153.47,
6145,4,104,2c0f4b43-f36a-492e-84fe-50b9614e2ab1,74,0,4,10,Catherine Kyakwera,2014,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6.5,2631340,UGX,771.565804,5015.18,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,6.5,771.565804,5015.18,
6146,4,104,4920c69b-151f-4146-87b1-6bc20f2ea956,66,0,4,10,Gaudacia/ Naome,2014,2,2,2,2,2,1,1,1,1,1,1,1,1,18,1027083,UGX,301.162951,5420.93,0,0,0,0,"<c author=""mbo"" mod=""5246904504656919154"">Until now there was 1 nurse on this budget. We can not justify a 2nd nurse knowing that the recruitment will be completed mid 2014</c>",2014-03-27 ,60,2014-04-12 ,55,18,301.162951,5420.93,
6147,4,104,5647f42e-7594-4801-86c2-3d70a6546e73,227,0,2,19,X-ray films ,2014,1,0,0,1,0,1,0,0,0,0,0,0,0,3,288755,UGX,84.669212,254.01,0,0,0,0,,2014-04-13 ,55,2014-04-13 ,55,,,,
6148,4,104,5d77a911-65f0-4700-a52e-1056b8c05864,170,0,4,10,Eva Natukunda,2014,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6.5,943891,UGX,276.769257,1799,0,0,0,0,,2014-03-27 ,60,2014-04-12 ,55,6.5,258.39599,1679.57,
6149,4,104,6199a605-dddf-4f86-bbd2-8b304e8d69bc,51,0,25,86,food for patients -must canteen,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,160000,UGX,46.915461,562.99,0,0,0,0,,2014-04-12 ,55,2014-04-12 ,55,,,,
6150,4,104,6d56a539-ed85-4a21-af96-af0630087954,133,0,2,2,,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,1,549,EUR,549,549,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,1,549,549,
6151,4,104,76d28a5f-4bd9-4c5b-bc9f-864b90b6846d,223,0,6,38,Tracer - Rose,2014,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6.5,734358,UGX,215.32965,1399.64,0,0,0,0,"<c author=""mbo"" mod=""5246904532125356654"">I added a Field worker (tracer) 50% to be consistent with what we had in previous budgets for this study. </c>",2014-03-27 ,60,2014-04-12 ,55,6.5,215.32965,1399.64,
6152,4,104,9cedf484-e18c-4309-90fa-d29673ebde0d,68,0,4,10,Omoding,2014,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1400387.44,UGX,410.623888,5338.11,0,0,0,0,"<c author=""mbo"" mod=""5246904478828481654"">Difficult to justify 2 technicians during 1 year for a study with very liuttle laboratory and which will complete recruitment in May/june. Shoudl be reduced</c>",2014-03-27 ,60,2014-04-12 ,55,13,410.623888,5338.11,
6153,4,104,a91ae3d0-c1ff-4cf2-9ed0-ccdc129a29fa,61,0,4,10,Emmanuel Mucunguzi,2014,1,1,1,1,1,1,1,1,1,1,1,1,0.5,12.5,611966,UGX,179.441668,2243.02,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,12.5,179.441668,2243.02,
6154,4,104,aaa9514e-47d2-4741-ac25-6d1739560267,134,0,2,20,Medicines,2014,1,1,1,0,0,0,0,0,0,0,0,0,0,3,388144,UGX,113.812216,341.44,0,0,0,0,,2014-04-13 ,55,2014-04-13 ,55,,,,
6155,4,104,c4a24677-0d57-48d4-961d-538e5e8ce145,216,0,25,86,,2014,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1420000,UGX,416.374714,5412.87,0,0,0,0,,2014-04-12 ,55,2014-04-15 ,55,,,,
6156,4,104,d809962b-07c9-4ac2-b3c0-3befd2cabd4a,206,0,2,2,patients' transportation,2014,29,29,29,29,29,29,29,29,29,29,29,29,0,348,9,EUR,9,3132,0,0,0,0,"<c author=""mbo"" mod=""5246904581026919154"">rough estimation based on the remaining patients to enroll with 8 visits per patient. I then split the numbers accross the 12 months of the year.</c><c author=""mbo"" mod=""5247023771362544154"">I don't understand how the unit cost of transport can increase from 9  to 25  since the initial budget. Also the number of units were increased from 22 to 29 for a study that is finishing. I propose to keep the 9  per transport and the 29 units per month. </c>",2014-03-27 ,60,2014-04-22 ,37,264,9,2376,
6157,4,104,e2e0ba8b-ea93-442b-ae62-c44faaa3e5f5,44,0,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,660000,UGX,193.526276,2322.32,0,0,0,0,,2014-04-13 ,55,2014-04-13 ,55,,,,
6158,4,104,eaa68343-829f-4914-a0d1-6f174c8a1fbd,15,0,4,10,,2014,32,32,32,32,32,28,28,28,28,28,28,28,26,382,160000,UGX,46.915461,17921.71,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,382,46.915461,17921.71,
6159,4,104,f6547233-27f0-4378-b535-654cbc706bd0,195,0,4,10,Arnold Ayebar,2014,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6.5,1465661,UGX,429.763507,2793.46,0,0,0,0,"<c author=""mbo"" mod=""5246904506222231654"">was not in the 2013 budget. I reduced to 50%. There is very few lab analysis in this study. </c>",2014-03-27 ,60,2014-03-27 ,60,6.5,429.763507,2793.46,
6160,4,105,@T_105_9732013,97,3,1,1,,2013,-0,-2,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,1660,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,2
6161,4,105,@T_105_97532013,97,53,1,1,,2013,-2,-4,-3,-3,-2,-2,-1,-1,-4,-3,-3,-3,,,0,EUR,0,0,25730,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,31
6162,4,106,@A_106_1972013,197,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,955,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6163,4,106,@A_106_1982013,198,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,55139.490000000005,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6164,4,106,@A_106_1982014,198,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,2560.52,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6165,4,106,@A_106_1992013,199,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,76.69,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6166,4,106,@A_106_1992014,199,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,26.13,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6167,4,106,@A_106_2002013,200,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,41.52,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6168,4,106,@A_106_2012013,201,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,2514.0699999999997,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6169,4,106,@A_106_2012014,201,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,749.53,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6170,4,106,@A_106_2032013,203,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,53752.049999999996,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6171,4,106,@A_106_2032014,203,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,3904.79,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6172,4,106,@A_106_2052013,205,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,1759.55,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6173,4,106,@A_106_2062013,206,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,1916.19,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6174,4,106,@A_106_2072013,207,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,2571.7999999999997,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6175,4,106,@A_106_2102013,210,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,1261.4100000000003,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6176,4,106,@A_106_2102014,210,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,384.63,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6177,4,106,@A_106_2132013,213,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,474.84,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6178,4,106,@A_106_2142013,214,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,229.36,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6179,4,106,@A_106_2152013,215,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,31107.470000000027,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6180,4,106,@A_106_2152014,215,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,7547.589999999999,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6181,4,106,@A_106_2162014,216,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,911.53999999999985,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6182,4,106,@A_106_2172013,217,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,12189.619999999999,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6183,4,106,@A_106_2172014,217,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,493.24,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
6184,4,106,@T_106_97372013,97,37,1,1,,2013,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0.25,,,0,EUR,0,0,207.5,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,0.25
6185,4,106,@T_106_97532014,97,53,1,1,,2014,-3,-3,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,4980,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,6
6186,4,106,254778cb-c0d1-4953-9244-ec2036e8f99c,134,0,2,16,,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,1,425,EUR,425,425,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,1,425,425,
6187,4,106,39fa4937-8087-43cd-b8b0-ca306679c3f3,60,0,4,13,Kayrimpa Rose,2014,1,1,1,1,1,0,0,0,0,0,0,0,0,5,611966,UGX,179.441668,897.21,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,5,179.441668,897.21,
6188,4,106,408506ab-e557-4a5d-aec8-6a7f629b4632,165,235,1,1,,2014,1,1,1,1,1,1,0,0,0,0,0,0,0,6,2906,EUR,2906,17436,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,6,2906,17436,
6189,4,106,46b4fd6b-d766-432f-8353-f0493d612a7b,133,0,2,2,,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,1,233,UGX,0.068321,0.07,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,1,0.068321,0.07,
6190,4,106,5d043e10-0160-468d-953e-f0d68f70aadc,63,0,4,13,Alex,2014,1,1,1,1,1,1,1,1,1,1,1,1,1,13,881231,UGX,258.39599,3359.15,0,0,0,0,,2014-03-27 ,60,2014-04-16 ,55,6,258.39599,1550.38,
6191,4,106,660ff898-e843-47ed-8909-9f146cdcef1d,179,0,2,2,,2014,50,50,50,50,50,0,0,0,0,0,0,0,0,250,3400,UGX,0.996954,249.24,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,250,0.996954,249.24,
6192,4,106,726ec582-fef7-4e42-91b9-1311ba5a65be,69,0,4,13,Kyasiimire Stella Mary,2014,1,1,1,1,1,0,0,0,0,0,0,0,0,5,1268972,UGX,372.090038,1860.45,0,0,0,0,,2014-03-27 ,60,2014-03-27 ,60,5,372.090038,1860.45,
