rownames,session_id,collaborator_id,event_id,event_start_date,event_type,SalaireMois,ETP01,ETP02,ETP03,ETP04,ETP05,ETP06,ETP07,ETP08,ETP09,ETP10,ETP11,ETP12,ETP,Salaire13,PrimePrecarite,CongesCDD,ChargesSocialesPourcent,CoutTotalAnnuel,user_comments,comments,credte,creuser_id,upddte,upduser_id,PrecariteActive
798,22,46,0,2016-01-01,DefaultPeriod,4687.99,1,1,1,1,1,1,1,1,1,1,1,1,1,4711.43,0,0,0.608,98487.73,ok,,2016-07-05 ,60,2016-07-11 ,60,0
799,22,47,0,2016-01-01,DefaultPeriod,4037.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4058.06,0,0,0.608,84829.67,ok,,2016-07-05 ,60,2016-07-06 ,60,0
800,22,48,0,2016-01-01,DefaultPeriod,3958.7,1,1,1,1,1,1,1,1,1,1,1,1,1,3978.49,0,0,0.608,83166.42,ok,,2016-07-05 ,60,2016-07-06 ,60,0
801,22,49,0,2016-01-01,DefaultPeriod,4224.92,1,1,1,1,1,1,1,0,0,0,0,0,0.58,2468.06,0,0,0.608,51592.28,ok,,2016-07-05 ,60,2016-07-06 ,60,0
802,22,49,0,2016-08-01,Promotion,4309.42,0,0,0,0,0,0,0,1,1,1,1,1,0.42,1813.55,0,0,0.608,37910.4,ok,,2016-07-05 ,60,2016-07-06 ,60,0
803,22,50,0,2016-01-01,DefaultPeriod,3957,1,1,1,1,1,1,1,1,1,1,1,0,0.92,0,4715.43,5871.22,0.55,83876.16,contrat terrain (12 mois),,2016-07-05 ,60,2016-07-12 ,60,1
804,22,53,0,2016-01-01,DefaultPeriod,4329.5,1,1,1,1,1,1,1,1,1,1,1,1,1,4351.15,0,0,0.608,90956.39,ok,,2016-07-05 ,60,2016-07-05 ,60,0
805,22,54,0,2016-01-01,DefaultPeriod,3933.49,1,0,0,0,0,0,0,0,0,0,0,0,0.08,327.79,0,0,0.608,6852.14,ok,,2016-07-05 ,60,2016-07-12 ,60,0
806,22,54,0,2016-02-20,Promotion,3933.49,0,1,1,1,1,1,1,1,1,1,1,1,0.92,3605.7,0,0,0.608,75373.54,ok,,2016-07-05 ,60,2016-07-12 ,60,0
807,22,55,0,2016-01-01,DefaultPeriod,4650.06,1,1,1,1,1,1,1,1,1,1,1,1,1,4650.06,0,0,0.608,97204.85,ok,,2016-07-05 ,60,2016-07-12 ,60,0
808,22,56,0,2016-01-01,DefaultPeriod,3217.55,1,1,1,1,1,1,1,1,1,1,1,1,1,3217.55,0,0,0.608,67259.67,ok,,2016-07-05 ,60,2016-07-12 ,60,0
809,22,57,0,2016-01-01,DefaultPeriod,3401.54,1,1,1,1,1,1,1,1,1,1,1,1,1,3401.54,0,0,0.608,71105.79,ok,,2016-07-05 ,60,2016-07-12 ,60,0
810,22,58,0,2016-01-01,DefaultPeriod,3540.09,1,1,1,1,1,1,1,1,1,1,1,1,1,3557.79,0,0,0.608,74372.06,ok,,2016-07-05 ,60,2016-07-11 ,60,0
811,22,59,0,2016-01-01,DefaultPeriod,8913,1,1,1,1,1,1,1,1,1,1,1,1,1,0,11586.9,14426.97,0,132969.87,ok,,2016-07-05 ,60,2016-07-05 ,60,1
812,22,61,0,2016-01-01,DefaultPeriod,2756.02,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,53180.16,ok,,2016-07-05 ,60,2016-07-12 ,60,0
813,22,62,0,2016-01-01,DefaultPeriod,2987.17,1,1,1,1,1,1,1,1,1,1,1,1,1,2987.17,0,0,0.608,62443.8,ok,,2016-07-05 ,60,2016-07-12 ,60,0
814,22,63,0,2016-01-01,DefaultPeriod,2740.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok,,2016-07-05 ,60,2016-07-12 ,60,0
815,22,63,34,2016-01-02,Sick,1439.848,1,1,1,1,1,1,1,1,1,1,1,1,1,1447.05,0,0,0.608,30249.08,ok,,2016-07-12 ,60,2016-07-12 ,60,0
816,22,68,0,2016-05-17,DefaultPeriod,4309.42,0,0,0,0,0.5,1,0,0,0,0,0,0,0.13,538.68,700.28,871.93,0.608,13788.63,ok,,2016-07-06 ,60,2016-07-06 ,60,1
817,22,71,0,2016-01-01,DefaultPeriod,3881.08,1,0,1,1,1,1,1,1,0,0,0,0,0.58,2270.43,2951.56,3675.02,0.608,58116.64,ok,,2016-07-05 ,60,2016-07-05 ,60,1
818,22,72,0,2016-01-01,DefaultPeriod,3881.08,0,0,0,0,0,0,0,0,1,1,1,1,0.33,1306.63,1698.62,2114.97,0.608,33446.05,a voir avec klaudia,,2016-07-05 ,60,2016-07-11 ,60,1
819,22,73,0,2016-01-01,DefaultPeriod,3881.08,0,0,0,0,0,0,0,0,1,1,1,1,0.33,1306.63,1698.62,2114.97,0.608,33446.05,a voir avec klaudia,,2016-07-05 ,60,2016-07-11 ,60,1
820,22,75,0,2016-01-04,DefaultPeriod,2565.72,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.21,539.87,701.83,873.86,0.608,13819.15,ok,,2016-07-05 ,60,2016-07-11 ,60,1
821,22,76,0,2016-01-01,DefaultPeriod,1466,1,1,1,1,1,1,1,1,1,1,1,1,1,1466,0,0,0.32,25156.56,ok,,2016-07-05 ,60,2016-07-06 ,60,0
822,22,79,0,2016-01-01,DefaultPeriod,3586.35,1,1,1,0.5,0,0,0,0,0,0,0,0,0.29,1046.02,1359.82,1693.13,0.608,26775.11,ok,,2016-07-05 ,60,2016-07-06 ,60,1
823,22,79,0,2016-10-14,Promotion,3658.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok,,2016-07-05 ,60,2016-07-06 ,60,1
824,22,80,0,2016-01-01,DefaultPeriod,3881.08,1,1,1,1,1,1,1,1,1,1,1,1,1,3900.49,5070.63,6313.49,0.608,99841.41,ok,,2016-07-05 ,60,2016-07-06 ,60,1
825,22,81,0,2016-01-01,DefaultPeriod,3881.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,a voir avec klaudia,,2016-07-05 ,60,2016-07-05 ,60,1
826,22,83,0,2016-01-20,DefaultPeriod,3586.35,1,1,1,0,0,0,0,0,0,0,0,0,0.25,896.59,1165.56,1451.26,0.608,22950.12,ok,,2016-07-05 ,60,2016-07-05 ,60,1
827,22,87,0,2016-05-17,DefaultPeriod,3881.08,0,0,0,0,1,1,1,1,1,1,1,1,0.67,2606.79,3388.83,4219.47,0.608,66726.52,ok,,2016-07-11 ,60,2016-07-12 ,60,1
828,22,88,0,2016-01-01,DefaultPeriod,3586.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok en couts op,,2016-07-05 ,60,2016-07-11 ,60,1
829,22,89,0,2016-01-01,DefaultPeriod,3586.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok en couts op,,2016-07-05 ,60,2016-07-11 ,60,1
830,22,91,0,2016-01-01,DefaultPeriod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok,,2016-07-05 ,60,2016-07-11 ,60,1
831,22,93,0,2016-01-01,DefaultPeriod,4419.73,1,1,1,1,1,1,1,1,1,1,1,1,1,4419.73,5745.65,7153.97,0,70356.11,ok,,2016-07-05 ,60,2016-07-06 ,60,1
832,22,95,0,2016-01-01,DefaultPeriod,3881.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,a voir avec klaudia,,2016-07-05 ,60,2016-07-05 ,60,1
833,22,101,0,2016-01-01,DefaultPeriod,4596.07,1,1,1,1,1,1,1,1,1,1,1,1,1,4619.05,6004.76,7476.59,0.608,118234.63,ok,,2016-07-05 ,60,2016-07-11 ,60,1
834,22,102,0,2016-01-01,DefaultPeriod,5725.02,1,1,1,1,1,1,1,1,1,1,1,1,1,5725.02,0,0,0.608,119675.82,ok,,2016-07-05 ,60,2016-07-12 ,60,0
835,22,103,0,2016-03-27,DefaultPeriod,3586.35,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.08,298.86,388.52,483.75,0.608,7650.03,ok,,2016-07-05 ,60,2016-07-06 ,60,1
836,22,106,0,2016-04-04,DefaultPeriod,3400.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok,,2016-07-05 ,60,2016-07-06 ,60,1
837,22,107,0,2016-01-01,DefaultPeriod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok,,2016-07-05 ,60,2016-07-11 ,60,0
838,22,108,0,2016-01-01,DefaultPeriod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok,,2016-07-05 ,60,2016-07-06 ,60,0
839,22,109,0,2016-01-01,DefaultPeriod,3586.35,1,1,1,1,1,1,1,1,1,1,1,0,0.92,3302.43,4293.16,5345.46,0.608,84532.91,ok,,2016-07-05 ,60,2016-07-06 ,60,1
840,22,110,0,2016-02-01,DefaultPeriod,3400.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok,,2016-07-05 ,60,2016-07-05 ,60,1
841,22,111,0,2016-01-11,DefaultPeriod,4329,0.6,0.6,0.6,0.6,0.6,0.6,0.3,0,0,0,0,0,0.33,1406.92,0,0,0.608,29410.35,ok,,2016-07-05 ,60,2016-07-06 ,60,0
842,22,112,0,2016-01-01,DefaultPeriod,3881.08,1,1,1,1,1,1,1,1,0,0,0,0,0.67,2593.86,3372.01,4198.53,0.608,66395.38,ok,,2016-07-05 ,60,2016-07-05 ,60,1
843,22,113,0,2016-05-01,DefaultPeriod,3881.08,0,0,0,0,1,1,1,1,1,1,0,0,0.5,1953.48,2539.52,3161.98,0.608,50003.49,ok,,2016-07-05 ,60,2016-07-06 ,60,1
844,22,114,0,2016-05-02,DefaultPeriod,3881.08,0,0,0,0,1,1,1,1,1,1,1,1,0.67,2606.79,3388.83,4219.47,0.608,66726.52,ok,,2016-07-05 ,60,2016-07-05 ,60,1
845,22,115,0,2016-03-01,DefaultPeriod,3586.35,0,0,1,1,1,1,1,1,0,0,0,0,0.5,1799.15,2338.9,2912.19,0.608,46053.23,ok,,2016-07-05 ,60,2016-07-11 ,60,1
846,22,116,0,2016-04-05,DefaultPeriod,3881.08,0,0,0,1,1,0,0,0,0,0,0,0,0.17,646.85,840.9,1047.01,0.608,16557.45,ok,,2016-07-05 ,60,2016-07-05 ,60,1
847,22,117,0,2016-01-01,DefaultPeriod,2649.66,1,1,1,1,1,1,0,0,0,0,0,0,0.5,1324.83,1722.28,2144.43,0.608,33911.92,ok,,2016-07-05 ,60,2016-07-12 ,60,1
848,22,118,0,2016-01-25,DefaultPeriod,0,1,1,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.608,0,ok,,2016-07-05 ,60,2016-07-11 ,60,1
849,22,119,0,2016-02-24,DefaultPeriod,2649.66,0,0.25,1,1,1,1,1,1,1,1,1,1,0.85,2263.25,2942.23,3663.4,0.608,57932.85,ok,,2016-07-05 ,60,2016-07-29 ,60,1
850,22,120,0,2016-04-01,DefaultPeriod,3586.35,0,0,0,1,1,1,1,1,1,1,1,1,0.75,2707.69,3520,4382.79,0.608,69309.32,ok,,2016-07-05 ,60,2016-07-06 ,60,1
851,22,121,0,2016-06-01,DefaultPeriod,2397.6,0,0,0,0,0,1,1,1,1,1,1,1,0.58,0,0,0,0.608,27218.71,ok,,2016-07-05 ,60,2016-07-11 ,60,0
852,22,122,0,2016-05-03,DefaultPeriod,3933.47,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,1,1,0.57,2228.97,0,0,0.608,46594.32,ok,,2016-07-05 ,60,2016-07-12 ,60,0
853,22,123,0,2016-05-18,DefaultPeriod,3400.78,0,0,0,0,1,1,1,1,1,1,1,1,0.67,2267.19,0,0,0.608,47393.28,ok,,2016-07-05 ,60,2016-07-12 ,60,0
854,22,124,0,2016-06-01,DefaultPeriod,3586.35,0,0,0,0,0,1,1,1,1,1,1,1,0.58,0,2742.96,3415.29,0.608,50616.43,ok,,2016-07-05 ,60,2016-07-05 ,60,1
855,22,125,0,2016-05-17,DefaultPeriod,3958.7,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.13,531.78,691.32,860.77,0.608,13612.19,ok,,2016-07-06 ,60,2016-07-06 ,60,1
856,22,126,0,2016-05-02,DefaultPeriod,3881.08,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0.13,486.75,632.78,787.88,0.608,12459.49,ok,,2016-07-06 ,60,2016-07-06 ,60,1
857,22,127,0,2016-05-02,DefaultPeriod,3586.35,0,0,0,0,1,1,1,1,0,0,0,0,0.33,1201.43,1561.86,1944.68,0.608,30753.16,ok,,2016-07-06 ,60,2016-07-12 ,60,1
858,24,1,0,2016-01-01,DefaultPeriod,4223,1,1,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,12669,ok salaire facture janv/fev 2016,,2016-07-28 ,60,2016-07-28 ,60,0
859,24,2,0,2016-01-01,DefaultPeriod,3881.08,0.5,0.25,0.25,1,1,1,1,1,1,1,1,1,0.83,3253.64,0,0,0.608,68014.06,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
860,24,3,0,2016-01-01,DefaultPeriod,4224.92,1,1,1,0,0,0,0,0,0,0,0,0,0.25,1056.23,0,0,0.608,22079.43,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
861,24,4,0,2016-01-01,DefaultPeriod,4687.99,1,1,1,1,1,1,1,1,1,1,1,1,1,4711.43,0,0,0.608,98487.73,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
862,24,7,0,2016-01-01,DefaultPeriod,8913,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,106956,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
863,24,9,0,2016-01-01,DefaultPeriod,4395.61,1,1,1,1,1,1,1,1,1,1,1,1,1,4417.59,0,0,0.608,92345.27,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
864,24,10,0,2016-01-01,DefaultPeriod,3958.7,1,1,1,1,1,1,1,1,1,1,1,1,1,3978.49,0,0,0.608,83166.42,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
865,24,11,0,2016-01-01,DefaultPeriod,4596.07,1,1,1,1,1,1,1,1,1,1,1,1,1,4619.05,0,0,0.608,96556.62,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
866,24,12,0,2016-01-01,DefaultPeriod,13416.67,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,161000.04,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
867,24,16,0,2016-01-01,DefaultPeriod,2943.92,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,2355.14,0,0,0.608,49231.77,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
868,24,17,0,2016-01-01,DefaultPeriod,4309.42,1,1,1,1,1,1,1,1,1,1,1,0,0.92,3968.26,0,0,0.608,82952.46,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
869,24,17,0,2016-12-01,Promotion,4395.61,0,0,0,0,0,0,0,0,0,0,0,1,0.08,369.96,0,0,0.608,7733.72,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
870,24,18,0,2016-01-01,DefaultPeriod,4781.75,1,1,1,1,1,1,1,1,1,1,1,1,1,4805.66,0,0,0.608,100457.48,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
871,24,19,0,2016-01-01,DefaultPeriod,6490.74,1,1,1,1,1,1,1,1,1,1,1,1,1,6523.19,0,0,0.608,136360.83,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
872,24,20,0,2016-01-01,DefaultPeriod,4037.87,0,0,0,0,0,0,0,0,0.25,1,1,1,0.27,1104.53,0,0,0.608,23089.01,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
873,24,21,0,2016-01-01,DefaultPeriod,4596.07,1,1,1,1,1,1,1,1,1,1,1,1,1,4619.05,0,0,0.608,96556.62,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
874,24,22,0,2016-01-01,DefaultPeriod,4395.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
875,24,23,0,2016-01-01,DefaultPeriod,4395.61,1,1,1,1,1,1,1,1,1,1,1,1,1,4417.59,0,0,0.608,92345.27,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
876,24,24,0,2016-01-01,DefaultPeriod,5300,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,0.4,2120,0,0,0.608,44316.48,ok vu avec NG 26/09/16,"<c author=""A-VALTAT"" mod=""5247720058874006953"">Jusqu'à septembre salaire epicentre paris à 20% puis à partir de oct 100% salaire suisse :  soit : janv à sept=1833*9+1833*9/12 (QP 13e mois)           oct-déc= 9 000*3 EUR coût total 2016 =44 872 EUR</c>",2016-07-28 ,60,2016-09-26 ,60,0
877,24,25,0,2016-01-01,DefaultPeriod,6240,0,0,0,0,0,0,1,1,1,1,1,1,0.5,3120,0,0,0,40560,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
878,24,26,0,2016-01-01,DefaultPeriod,4309.42,1,1,1,1,1,1,1,1,1,1,1,1,1,4330.97,0,0,0.608,90534.55,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
879,24,28,0,2016-01-01,DefaultPeriod,3958.7,1,1,1,1,1,1,1,1,1,1,1,1,1,3978.49,0,0,0.608,83166.42,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
880,24,30,0,2016-01-01,DefaultPeriod,3881.08,1,1,1,1,1,1,0,0,0,0,0,0,0.5,1940.54,2522.7,3141.04,0.608,49672.34,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,1
881,24,30,0,2016-07-15,Promotion,3958.7,0,0,0,0,0,0,1,1,1,1,1,1,0.5,1999.14,2598.89,3235.9,0.608,51172.43,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,1
882,24,33,0,2016-01-01,DefaultPeriod,6304.22,1,1,1,1,1,1,1,1,1,1,1,1,1,6304.22,0,0,0.608,131783.41,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
883,24,34,0,2016-01-01,DefaultPeriod,4309.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
884,24,37,0,2016-01-01,DefaultPeriod,8913,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,106956,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
885,24,38,0,2016-01-01,DefaultPeriod,4309.42,1,1,1,1,1,1,1,1,1,1,1,1,1,4330.97,0,0,0.608,90534.55,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
886,24,39,0,2016-01-01,DefaultPeriod,4224.92,1,1,1,1,1,1,1,1,1,1,1,1,1,4246.05,0,0,0.608,88759.33,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
887,24,42,0,2016-01-01,DefaultPeriod,6304.22,1,1,1,1,1,1,1,1,1,1,1,1,1,6304.22,0,0,0.608,131783.41,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
888,24,43,0,2016-01-01,DefaultPeriod,4037.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4058.06,0,0,0.608,84829.67,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
889,24,44,0,2016-01-01,DefaultPeriod,4596.07,1,1,1,1,1,1,1,1,1,1,1,1,1,4619.05,0,0,0.608,96556.62,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
890,24,45,0,2016-01-01,DefaultPeriod,4037.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4058.06,0,0,0.608,84829.67,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
891,24,46,0,2016-01-01,DefaultPeriod,4687.99,1,1,1,1,1,1,1,1,1,1,1,1,1,4711.43,0,0,0.608,98487.73,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
892,24,47,0,2016-01-01,DefaultPeriod,4037.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4058.06,0,0,0.608,84829.67,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
893,24,48,0,2016-01-01,DefaultPeriod,3958.7,1,1,1,1,1,1,1,1,1,1,1,1,1,3978.49,0,0,0.608,83166.42,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
894,24,49,0,2016-01-01,DefaultPeriod,4224.92,1,1,1,1,1,1,1,0,0,0,0,0,0.58,2468.06,0,0,0.608,51592.28,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
895,24,49,0,2016-08-01,Promotion,4309.42,0,0,0,0,0,0,0,1,1,1,1,1,0.42,1813.55,0,0,0.608,37910.4,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
896,24,50,0,2016-01-01,DefaultPeriod,3957,1,1,1,1,1,1,1,1,1,1,1,0,0.92,0,4715.43,5871.22,0.55,83876.16,ok NG. contrat terrain (12 mois) - niveau 15,,2016-07-28 ,60,2016-09-26 ,60,1
897,24,53,0,2016-01-01,DefaultPeriod,4329.5,1,1,1,1,1,1,1,1,1,1,1,1,1,4351.15,0,0,0.608,90956.39,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
898,24,54,0,2016-01-01,DefaultPeriod,3933.49,1,0,0,0,0,0,0,0,0,0,0,0,0.08,327.79,0,0,0.608,6852.14,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
899,24,54,0,2016-02-20,Promotion,3933.49,0,1,1,1,1,1,1,1,1,1,1,1,0.92,3605.7,0,0,0.608,75373.54,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
900,24,55,0,2016-01-01,DefaultPeriod,4650.06,1,1,1,1,1,1,1,1,1,1,1,1,1,4650.06,0,0,0.608,97204.85,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
901,24,56,0,2016-01-01,DefaultPeriod,3217.55,1,1,1,1,1,1,1,1,1,1,1,1,1,3217.55,0,0,0.608,67259.67,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
902,24,57,0,2016-01-01,DefaultPeriod,3401.54,1,1,1,1,1,1,1,1,1,1,1,1,1,3401.54,0,0,0.608,71105.79,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
903,24,58,0,2016-01-01,DefaultPeriod,3540.09,1,1,1,1,1,1,1,1,1,1,1,1,1,3557.79,0,0,0.608,74372.06,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,0
904,24,59,0,2016-01-01,DefaultPeriod,8913,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,106956,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,0
905,24,61,0,2016-01-01,DefaultPeriod,2756.02,1,1,1,1,1,1,1,1,1,0,0.5,1,0.88,2411.52,0,0,0.608,50410.37,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-11-02 ,60,0
906,24,62,0,2016-01-01,DefaultPeriod,2987.17,1,1,1,1,1,1,1,1,1,1,1,1,1,2987.17,0,0,0.608,62443.8,remboursement secu SR à voir,,2016-07-28 ,60,2016-09-26 ,60,0
907,24,63,0,2016-01-01,DefaultPeriod,2740.69,0,0.5,0,0,0,0,0,0,0,0,0,0,0.04,114.2,0,0,0.608,2387.16,à màj - NG (en cours),,2016-07-28 ,60,2016-11-02 ,60,0
908,24,63,35,2016-01-02,Sick,1439.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,à màj - NG (en cours),,2016-07-28 ,60,2016-11-02 ,60,0
909,24,68,0,2016-05-17,DefaultPeriod,4309.42,0,0,0,0,0.5,1,0,0,0,0,0,0,0.13,538.68,700.28,871.93,0.608,13788.63,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,1
910,24,71,0,2016-01-01,DefaultPeriod,3881.08,1,0,1,1,1,1,1,1,0,0,0,0,0.58,2270.43,2951.56,3675.02,0.608,58116.64,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,1
911,24,72,0,2016-01-01,DefaultPeriod,3881.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,remplacement FALQ ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-10-26 ,60,1
912,24,73,0,2016-01-01,DefaultPeriod,3881.08,0,0,0,0,0,0,0,0,0,0,1,1,0.17,653.31,849.31,1057.48,0.608,16723.01,a voir avec klaudia,,2016-07-28 ,60,2016-10-26 ,60,1
913,24,75,0,2016-01-04,DefaultPeriod,2565.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,1
914,24,76,0,2016-01-01,DefaultPeriod,1466,1,1,1,1,1,1,1,0,0,0,0,0,0.58,855.17,0,0,0.32,14674.66,en attente retour NG (janv à juillet),,2016-07-28 ,60,2016-09-26 ,60,0
915,24,79,0,2016-01-01,DefaultPeriod,3586.35,1,1,1,0.5,0,0,0,0,0,0,1,0.5,0.42,1498.8,1948.43,2426.02,0.608,38364.95,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-10-26 ,60,1
916,24,79,0,2016-10-14,Promotion,3658.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,1
917,24,80,0,2016-01-01,DefaultPeriod,3881.08,1,1,1,1,1,1,1,1,1,1,1,1,1,3900.49,5070.63,6313.49,0.608,99841.41,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,1
918,24,81,0,2016-01-01,DefaultPeriod,3881.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,a voir avec klaudia,,2016-07-28 ,60,2016-07-28 ,60,1
919,24,83,0,2016-01-20,DefaultPeriod,3586.35,1,1,1,0,0,0,0,0,0,0,0,0,0.25,896.59,1165.56,1451.26,0.608,22950.12,ok vu avec NG 27/09/16,,2016-07-28 ,60,2016-09-27 ,60,1
920,24,84,0,2016-07-11,DefaultPeriod,3586.35,0,0,0,0,0,0,1,1,1,1,1,1,0.5,1811.11,2354.44,2931.54,0.608,46359.23,ok vu avec NG 27/09/16,,2016-09-27 ,60,2016-10-26 ,60,1
921,24,87,0,2016-05-17,DefaultPeriod,3881.08,0,0,0,0,0.5,1,1,1,1,1,1,1,0.63,2445.08,3178.6,3957.71,0.608,62587.14,ok vu avec NG 26/09/16,,2016-07-28 ,60,2016-09-26 ,60,1
